,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
/home/zxh/Pictures/Screenshot from 2018-04-25 14-30-14.png,1.0,0.0,0.0,295.6010825419961,256.0,256.0,361.33225707096784,361.33225707096784,65280.166666666664,295.6010825419961,0.059625440189363076,131494.22988443635,2.014305976819448,65536.0,2.0,63.0,177054558.0,1.788071687207481,48.0,9.370325600796754,255.0,27.08204091154039,37.644439697265625,49.0,0.0,255.0,20.943717894402244,51.977284972150784,1.8621936578466802,177054558.0,0.3648310638964176,1284.534312955104,6.746420787677813,392.0164304794546,29.247432451772454,7.138961217367443,0.643676455569973,0.8346123481522515,0.21689727208285273,0.7178782883208648,0.5951623958318297,0.9319769831484132,0.92523784140126,0.9954261406900236,0.984196580965365,-0.6389802593788503,0.9467599636090356,0.07133513115663688,2.263315168745194,0.3226664687049575,2.4283825626175255,0.9451832188991275,0.4004134527585544,4.526630337490388,2.12263918268458,1.9456594182343543,3.065393194889272,36957.183990478516,0.5639218748547137,3.5928313583135605,23909.568603515625,1.9414801001548767,7.08892822265625,68.453125,380.13446044921875,36.012564233196734,0.486999701253818,0.035262572564115205,0.730438539274816,0.009126577478714423,1327.388440811525,0.17046285611944523,4.731796354906912,16.957032148798007,549.815172956968,2973.0096089652393,289.2385810605351,0.25442884724520404,5.774097031651113,1871.3328303454134,0.24078779949666462,0.1183013916015625,472.16784095682465,0.504744253370091,12.004619355626282,0.07728676304826046,185.84424666242847,0.11814637422913445,5.793586867389098,31.76923076923077,863436.0457724094,4049826.013986014,509462.9327160017,0.09792678073320984,527.4920534011443,0.3353414198354382,0.5969986140711384,20.16384312108166,0.05200192167314416,5.460068952609247,0.0240020751953125,861700.2348531663,69.91576223420088,0.0004135474534835336,11.578834609609252,0.006627614436025176,0.046242405358987174
